freelancer_id,year,quarter,city,gender,age,age_missing_flag,education_level,edu_missing_flag,english_proficiency,english_missing_flag,platform,profile_level,skill_category,primary_skill,account_age_years,experience_years,exp_missing_flag,profile_complete_pct,profile_missing_flag,hourly_rate_usd,monthly_active_hours,hours_missing_flag,monthly_earnings_usd,pkr_usd_rate,monthly_earnings_pkr,jobs_completed,review_score,review_missing_flag,job_success_score_pct,jss_missing_flag,repeat_client_rate_pct,repeat_missing_flag,primary_client_region,payment_method,freelancing_as_primary_income
PK-FL-05284,2024,Q2,Lahore,Male,29.0,0,Master's,0,Native/Bilingual,0,Fiverr,Level 2,Web Development,React.js,3.6,1.7,0,63.0,0,26.2,87.0,0,2269.0,280.9,637362.0,138,3.5,0,,1,47.0,0,Canada,Wise,Yes
PK-FL-05285,2022,Q4,Peshawar,Male,40.0,0,Bachelor's,0,Fluent,0,Upwork,No Badge,Web Development,Node.js,1.0,2.4,0,87.0,0,36.1,35.0,0,1194.0,198.5,237009.0,1,4.5,0,,1,2.0,0,Middle East,Bank Transfer,No - Side Income
PK-FL-05286,2020,Q2,Karachi,Female,41.0,0,Master's,0,Basic,0,Fiverr,Top Rated Seller,AI & Machine Learning,NLP,5.4,6.6,0,88.0,0,59.9,57.0,0,2711.0,166.4,451110.0,700,4.9,0,,1,48.0,0,Australia,Payoneer,Yes
PK-FL-05287,2018,Q4,Rawalpindi,Male,23.0,0,Intermediate/A-Levels,0,Conversational,0,Upwork,Rising Talent,Data Entry & Virtual Assistant,Transcription,3.5,4.1,0,76.0,0,5.2,166.0,0,579.0,124.2,71912.0,33,4.1,0,80.0,0,43.0,0,Canada,JazzCash/Easypaisa,Yes
PK-FL-05288,2023,Q2,Rawalpindi,Male,23.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 2,Content Writing,Product Descriptions,6.6,5.0,0,61.0,0,6.7,92.0,1,295.0,282.0,83190.0,171,3.9,0,,1,36.0,0,Europe,Payoneer,Yes
PK-FL-05289,2022,Q1,Peshawar,Male,27.0,0,Bachelor's,1,Native/Bilingual,0,Freelancer.com,New Member,AI & Machine Learning,Data Science,4.2,0.4,0,99.0,0,18.1,167.0,0,2434.0,207.5,505055.0,4,4.5,0,,1,4.0,0,Middle East,Payoneer + Bank Transfer,Yes
PK-FL-05290,2017,Q1,Karachi,Female,19.0,0,Self-taught/No Formal Degree,0,Native/Bilingual,0,Upwork,No Badge,Digital Marketing,Google Ads,2.2,1.0,0,74.0,0,15.1,156.0,0,1366.0,107.1,146299.0,5,5.0,0,66.0,0,3.0,0,USA,Payoneer,Yes
PK-FL-05291,2018,Q2,Karachi,Male,31.0,0,Bachelor's,0,Fluent,0,Freelancer.com,Preferred Freelancer,Mobile App Development,Firebase Integration,3.6,4.1,0,62.0,0,21.3,144.0,0,2028.0,121.4,246199.0,38,4.3,0,,1,40.0,0,Europe,Payoneer + Bank Transfer,Yes
PK-FL-05292,2024,Q1,Karachi,Female,42.0,0,Bachelor's,0,Conversational,0,Upwork,No Badge,AI & Machine Learning,NLP,2.1,3.3,0,85.0,0,48.5,86.0,0,2920.0,280.3,818476.0,2,3.9,0,,1,18.0,0,UK,Payoneer + Wise,Yes
PK-FL-05293,2019,Q4,Multan,Male,33.0,0,Bachelor's,0,Conversational,0,Fiverr,New Seller,Content Writing,Copywriting,2.9,1.7,0,81.0,0,4.5,52.0,0,234.0,149.1,34889.0,1,4.2,0,,1,27.0,0,USA,Wise,Yes
PK-FL-05294,2017,Q3,Quetta,Male,34.0,0,Bachelor's,0,Native/Bilingual,0,Fiverr,Top Rated Seller,Cybersecurity,Network Security,1.5,1.2,0,88.0,0,45.5,161.0,0,4092.0,105.7,432524.0,139,4.5,0,,1,60.0,0,Europe,Payoneer + Bank Transfer,No - Side Income
PK-FL-05295,2025,Q2,Multan,Male,24.0,0,Self-taught/No Formal Degree,0,Native/Bilingual,0,Fiverr,Level 1,Data Entry & Virtual Assistant,CRM Management,5.3,2.1,1,66.0,0,12.4,93.0,0,1003.0,284.0,284852.0,43,3.5,0,,1,46.0,0,USA,Payoneer + Wise,No - Side Income
PK-FL-05296,2022,Q4,Khuzdar,Male,36.0,0,Bachelor's,1,Native/Bilingual,0,Fiverr,Level 1,Data Entry & Virtual Assistant,Lead Generation,6.4,7.8,0,68.0,0,6.9,106.0,0,483.0,192.4,92929.0,50,4.6,0,,1,31.0,0,Canada,Payoneer,No - Side Income
PK-FL-05297,2017,Q4,Jhang,Male,26.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,New Seller,Data Entry & Virtual Assistant,Transcription,2.3,1.3,0,87.0,0,4.8,89.0,0,337.0,105.3,35486.0,2,4.9,0,,1,6.0,0,South Asia,Payoneer,Yes
PK-FL-05298,2019,Q1,Lahore,Male,39.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,Level 1,Web Development,Vue.js,3.4,1.7,0,62.0,0,27.6,159.0,0,3806.0,154.3,587266.0,37,4.2,0,,1,34.0,0,USA,Payoneer,Yes
PK-FL-05299,2024,Q2,Lahore,Male,31.0,1,Master's,0,Native/Bilingual,0,Fiverr,Top Rated Seller,Digital Marketing,Facebook Ads,8.0,7.6,0,98.0,0,31.2,92.0,1,4544.0,283.9,1290042.0,298,4.5,0,,1,46.0,0,UK,Wise,Yes
PK-FL-05300,2021,Q1,Rawalpindi,Female,38.0,0,Intermediate/A-Levels,0,Basic,0,Upwork,Top Rated,Mobile App Development,App UI/UX,6.3,5.2,0,94.0,0,40.0,72.0,0,2165.0,174.3,377360.0,160,4.7,0,95.0,0,43.0,0,Middle East,Payoneer,No - Student
PK-FL-05301,2022,Q2,Islamabad,Male,41.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,Top Rated Seller,Graphic Design,3D Modeling,4.0,1.8,0,93.0,0,19.3,128.0,0,2284.0,226.1,516412.0,320,4.8,0,,1,47.0,0,Australia,Bank Transfer,Yes
PK-FL-05302,2019,Q4,Bahawalpur,Female,36.0,0,Bachelor's,1,Fluent,1,Upwork,Top Rated,Graphic Design,UI/UX Design,4.4,1.7,0,89.0,0,25.2,63.0,0,1055.0,142.0,149810.0,73,5.0,0,90.0,0,71.0,0,UK,JazzCash/Easypaisa,Yes
PK-FL-05303,2024,Q3,Karachi,Female,32.0,0,Intermediate/A-Levels,0,Conversational,0,Upwork,Top Rated,Data Entry & Virtual Assistant,Transcription,5.4,0.8,0,93.0,0,4.7,80.0,0,241.0,280.6,67625.0,113,4.6,0,96.0,0,51.0,0,Canada,Payoneer + Skrill,No - Side Income
PK-FL-05304,2024,Q3,Peshawar,Female,30.0,0,Bachelor's,0,Native/Bilingual,0,Upwork,Top Rated,Content Writing,Product Descriptions,1.5,2.5,0,91.0,0,20.3,91.0,0,1478.0,278.4,411475.0,48,4.6,0,90.0,0,71.0,0,USA,Skrill,Yes
PK-FL-05305,2021,Q4,Faisalabad,Female,36.0,0,Bachelor's,0,Conversational,0,Upwork,Top Rated,Graphic Design,3D Modeling,4.7,3.9,0,93.0,0,7.8,127.0,0,759.0,177.6,134798.0,46,4.5,0,92.0,0,44.0,0,Canada,Payoneer,Yes
PK-FL-05306,2024,Q2,Rawalpindi,Male,31.0,0,Bachelor's,0,Conversational,0,Upwork,Top Rated Plus,Data Entry & Virtual Assistant,Web Research,5.3,6.3,0,97.0,0,8.0,52.0,0,381.0,279.3,106413.0,435,4.9,0,98.0,0,55.0,0,UK,Payoneer + Wise,No - Side Income
PK-FL-05307,2025,Q2,Islamabad,Female,27.0,0,Intermediate/A-Levels,0,Basic,0,Upwork,Top Rated,Data Entry & Virtual Assistant,Transcription,4.1,2.1,1,88.0,0,14.0,77.0,0,951.0,283.7,269799.0,212,4.9,0,92.0,0,53.0,0,Middle East,Wise,Yes
PK-FL-05308,2016,Q1,Sialkot,Female,23.0,0,Bachelor's,0,Fluent,0,Fiverr,Top Rated Seller,Mobile App Development,iOS (Swift),0.2,0.6,0,98.0,0,37.8,95.0,0,3382.0,104.6,353757.0,69,4.8,0,,1,28.0,0,USA,Bank Transfer,No - Student
PK-FL-05309,2021,Q4,Lahore,Male,34.0,0,Self-taught/No Formal Degree,0,Basic,0,Fiverr,Level 1,Digital Marketing,Pinterest Marketing,0.9,0.8,0,69.0,0,23.4,77.0,0,1330.0,168.5,224105.0,8,4.1,0,,1,8.0,0,Middle East,Payoneer,Yes
PK-FL-05310,2024,Q2,Islamabad,Male,32.0,0,Bachelor's,0,Conversational,0,Upwork,Top Rated,Graphic Design,Social Media Design,8.0,6.0,0,92.0,0,31.0,72.0,0,2184.0,283.5,619164.0,161,4.5,0,96.0,0,67.0,0,USA,Payoneer,No - Side Income
PK-FL-05311,2024,Q4,Jhang,Female,41.0,0,PhD/MPhil,0,Fluent,0,Fiverr,New Seller,Web Development,TypeScript,3.7,2.1,0,67.0,0,11.1,66.0,0,625.0,281.8,176125.0,3,3.9,0,,1,50.0,0,USA,Wise,No - Student
PK-FL-05312,2024,Q4,Multan,Male,35.0,0,Bachelor's,0,Native/Bilingual,0,Fiverr,New Seller,Video Editing,Podcast Editing,8.4,9.9,0,77.0,0,6.9,116.0,0,640.0,283.4,181376.0,7,4.1,0,,1,6.0,0,USA,Payoneer,Yes
PK-FL-05313,2023,Q2,Rawalpindi,Male,44.0,0,Intermediate/A-Levels,0,Conversational,0,Fiverr,Top Rated Seller,Content Writing,Academic Writing,8.1,3.3,0,97.0,0,6.9,36.0,0,202.0,254.6,51429.0,574,5.0,0,,1,60.0,0,Middle East,Payoneer,Yes
PK-FL-05314,2018,Q1,Faisalabad,Male,40.0,0,Bachelor's,1,Fluent,0,Upwork,No Badge,Data Entry & Virtual Assistant,Transcription,3.0,2.1,1,60.0,0,3.0,81.0,0,227.0,112.6,25560.0,7,4.0,0,81.0,0,15.0,0,Australia,Wise,Yes
PK-FL-05315,2024,Q1,Rawalpindi,Female,33.0,0,Bachelor's,0,Fluent,0,Upwork,Rising Talent,Graphic Design,Flyer/Poster Design,4.2,2.7,0,61.0,0,8.5,128.0,0,612.0,283.7,173624.0,33,4.8,0,77.0,0,52.0,0,Europe,Payoneer,No - Student
PK-FL-05316,2022,Q4,Larkana,Female,40.0,0,PhD/MPhil,0,Fluent,0,Fiverr,Top Rated Seller,Web Development,Full Stack (MERN),1.4,0.9,0,88.0,0,13.0,25.0,0,324.0,219.9,71248.0,236,4.8,0,,1,71.0,0,USA,Payoneer + Wise,Yes
PK-FL-05317,2025,Q1,Bahawalpur,Female,23.0,0,Bachelor's,0,Basic,0,Freelancer.com,Preferred Freelancer,AI & Machine Learning,NLP,2.9,2.2,0,94.0,0,37.5,78.0,0,2320.0,284.4,659808.0,30,4.0,0,,1,41.0,0,UK,Wise,No - Side Income
PK-FL-05318,2016,Q3,Abbottabad,Male,28.0,0,Bachelor's,0,Native/Bilingual,0,Fiverr,Level 2,Graphic Design,Logo Design,1.7,0.8,0,96.0,0,14.6,133.0,0,1182.0,104.4,123401.0,41,3.5,0,,1,2.0,0,Canada,Payoneer + Wise,No - Side Income
PK-FL-05319,2024,Q4,Karachi,Male,35.0,0,Self-taught/No Formal Degree,0,Native/Bilingual,0,Fiverr,Level 1,Video Editing,Colour Grading,6.0,5.8,0,75.0,0,19.3,85.0,0,1297.0,278.1,360696.0,26,4.9,0,,1,18.0,0,Canada,JazzCash/Easypaisa,No - Side Income
PK-FL-05320,2020,Q3,Hyderabad,Male,35.0,0,Self-taught/No Formal Degree,0,Basic,0,Fiverr,New Seller,E-commerce,Dropshipping Setup,5.5,0.6,0,74.0,0,8.9,40.0,0,198.0,160.2,31720.0,3,3.3,0,,1,50.0,0,UK,Payoneer,No - Student
PK-FL-05321,2024,Q1,Karachi,Male,37.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,Top Rated Seller,Accounting & Finance,Xero,1.0,2.2,0,92.0,0,17.7,108.0,0,1735.0,278.5,483198.0,114,4.5,0,,1,69.0,0,USA,Payoneer + Wise,No - Student
PK-FL-05322,2021,Q4,Faisalabad,Female,30.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Web Development,Next.js,6.8,5.9,0,72.0,0,17.8,92.0,0,1349.0,173.5,234052.0,1,5.0,0,,1,23.0,0,Canada,JazzCash/Easypaisa,No - Side Income
PK-FL-05323,2021,Q3,Karachi,Male,39.0,0,Master's,0,Native/Bilingual,0,Fiverr,New Seller,Digital Marketing,Influencer Marketing,4.7,2.1,0,87.0,0,20.2,35.0,0,577.0,174.8,100860.0,4,4.9,0,,1,22.0,0,USA,Bank Transfer,No - Side Income
PK-FL-05324,2024,Q3,Bahawalpur,Male,27.0,0,Master's,0,Fluent,0,Fiverr,Level 1,Content Writing,Proofreading,7.7,7.0,0,70.0,0,14.1,96.0,0,968.0,284.0,274912.0,50,3.4,0,,1,15.0,0,Australia,Wise,Yes
PK-FL-05325,2017,Q3,Karachi,Female,35.0,0,Master's,0,Fluent,0,Freelancer.com,New Member,Cybersecurity,Bug Bounty,2.8,0.6,0,72.0,0,18.9,113.0,0,1583.0,107.3,169856.0,7,4.8,0,,1,31.0,0,USA,JazzCash/Easypaisa,No - Side Income
PK-FL-05326,2025,Q1,Multan,Male,41.0,0,Bachelor's,0,Fluent,1,Upwork,Top Rated,AI & Machine Learning,LLM Fine-tuning,1.4,1.6,0,98.0,0,29.6,139.0,0,3192.0,280.3,894718.0,70,4.7,0,95.0,0,60.0,0,USA,Bank Transfer,No - Student
PK-FL-05327,2015,Q4,Lahore,Male,32.0,0,Bachelor's,0,Fluent,0,Freelancer.com,New Member,Web Development,PHP/Laravel,0.4,1.8,0,96.0,0,16.3,100.0,0,1258.0,103.1,129700.0,1,3.6,0,,1,47.0,0,Canada,Bank Transfer,No - Side Income
PK-FL-05328,2020,Q3,Mardan,Male,42.0,0,Self-taught/No Formal Degree,0,Conversational,0,Fiverr,Level 2,Graphic Design,Infographic Design,1.4,2.1,1,98.0,0,6.3,128.0,0,806.0,156.3,125978.0,54,4.6,0,,1,3.0,0,UK,Payoneer + Wise,Yes
PK-FL-05329,2019,Q4,Lahore,Male,44.0,0,Master's,0,Fluent,0,Upwork,Rising Talent,Digital Marketing,Social Media Marketing,2.5,2.2,0,90.0,0,27.2,54.0,0,1014.0,144.0,146016.0,26,3.5,0,78.0,0,28.0,0,UK,Wise,Yes
PK-FL-05330,2025,Q3,Hyderabad,Male,42.0,0,Bachelor's,0,Conversational,0,Upwork,Top Rated,Digital Marketing,Influencer Marketing,5.3,4.0,0,94.0,0,26.1,62.0,0,1281.0,283.7,363420.0,144,4.8,0,91.0,0,64.0,0,Canada,Wise,No - Student
PK-FL-05331,2020,Q3,Karachi,Male,32.0,0,Bachelor's,0,Conversational,0,Freelancer.com,Preferred Freelancer,Digital Marketing,SEO,4.8,4.0,0,94.0,0,18.5,51.0,0,636.0,156.4,99470.0,54,4.4,0,,1,47.0,0,UK,Wise,Yes
PK-FL-05332,2025,Q2,Lahore,Male,34.0,0,Self-taught/No Formal Degree,0,Native/Bilingual,0,Freelancer.com,New Member,Data Entry & Virtual Assistant,Web Research,8.9,8.1,0,74.0,0,7.2,134.0,0,865.0,281.4,243411.0,7,3.3,0,,1,31.0,0,UK,JazzCash/Easypaisa,No - Student
PK-FL-05333,2019,Q2,Rawalpindi,Male,42.0,0,Master's,0,Fluent,0,Fiverr,New Seller,Mobile App Development,Firebase Integration,1.9,2.0,0,88.0,1,21.2,99.0,0,1322.0,143.9,190236.0,1,4.3,0,,1,33.0,0,USA,Wise,No - Student
PK-FL-05334,2020,Q4,Karachi,Male,35.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 1,AI & Machine Learning,Computer Vision,0.8,0.7,0,61.0,0,43.8,101.0,0,4254.0,156.2,664475.0,8,4.8,0,,1,9.0,0,Canada,Payoneer + Bank Transfer,Yes
PK-FL-05335,2023,Q4,Faisalabad,Female,38.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Mobile App Development,Xamarin,0.9,1.7,0,63.0,0,25.2,92.0,1,946.0,277.1,262137.0,1,4.4,0,,1,11.0,0,USA,Payoneer,No - Side Income
PK-FL-05336,2020,Q1,Lahore,Male,42.0,0,Matric/O-Levels,0,Fluent,0,Fiverr,Top Rated Seller,Content Writing,Academic Writing,5.0,2.3,0,96.0,0,16.1,102.0,0,1399.0,157.5,220342.0,303,4.8,0,,1,33.0,1,USA,Payoneer,No - Student
PK-FL-05337,2018,Q3,Lahore,Male,31.0,1,Self-taught/No Formal Degree,0,Conversational,0,Fiverr,Level 1,Web Development,Next.js,2.3,0.4,0,91.0,0,15.6,26.0,0,387.0,128.1,49575.0,16,3.3,0,,1,41.0,0,Europe,Wise,No - Side Income
PK-FL-05338,2018,Q2,Gujranwala,Male,44.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 2,Digital Marketing,Facebook Ads,1.8,0.7,0,97.0,0,15.2,151.0,0,2039.0,131.8,268740.0,88,4.7,0,,1,8.0,0,UK,Bank Transfer,No - Side Income
PK-FL-05339,2016,Q4,Abbottabad,Male,30.0,0,Bachelor's,0,Conversational,0,Upwork,Top Rated Plus,Video Editing,Reels/Shorts,0.6,1.0,0,89.0,0,35.3,16.0,0,311.0,104.1,32375.0,114,4.6,0,94.0,0,48.0,0,Canada,Payoneer + Wise,Yes
PK-FL-05340,2016,Q3,Sukkur,Male,27.0,0,Bachelor's,0,Fluent,0,Fiverr,Pro Verified,Web Development,Vue.js,1.2,0.8,0,97.0,0,29.5,33.0,0,822.0,104.9,86228.0,208,4.6,0,,1,60.0,0,Europe,Payoneer,Yes
PK-FL-05341,2021,Q2,Quetta,Male,43.0,0,Intermediate/A-Levels,0,Fluent,0,Fiverr,New Seller,Web Development,Shopify,3.1,2.1,1,66.0,0,15.6,164.0,0,1895.0,168.8,319876.0,4,3.5,0,,1,51.0,0,USA,Bank Transfer,No - Student
PK-FL-05342,2019,Q2,Larkana,Female,22.0,0,Bachelor's,0,Conversational,0,Freelancer.com,New Member,Graphic Design,Infographic Design,0.5,1.7,0,94.0,0,10.6,55.0,0,571.0,152.8,87249.0,0,,1,,1,18.0,0,Canada,Payoneer,Yes
PK-FL-05343,2024,Q1,Hyderabad,Male,23.0,0,Master's,0,Basic,0,Freelancer.com,New Member,Content Writing,Technical Writing,1.3,1.4,0,79.0,0,3.7,103.0,0,335.0,279.8,93733.0,5,4.7,0,,1,45.0,0,USA,Payoneer,Yes
PK-FL-05344,2020,Q3,Karachi,Female,27.0,0,Intermediate/A-Levels,0,Conversational,0,Fiverr,Level 1,Digital Marketing,Pinterest Marketing,4.1,4.9,0,73.0,0,18.2,169.0,0,2490.0,165.3,411597.0,30,3.9,0,,1,37.0,0,USA,JazzCash/Easypaisa,No - Side Income
PK-FL-05345,2025,Q3,Rawalpindi,Male,26.0,0,Matric/O-Levels,0,Conversational,0,Upwork,No Badge,AI & Machine Learning,AI Automation,6.1,7.1,0,62.0,0,53.0,50.0,0,1662.0,278.3,462535.0,5,4.6,0,71.0,0,0.0,0,USA,Payoneer + Wise,Yes
PK-FL-05346,2024,Q1,Multan,Male,35.0,0,Bachelor's,0,Basic,0,Fiverr,Top Rated Seller,Content Writing,Resume Writing,3.4,2.4,0,91.0,0,16.0,162.0,0,1572.0,283.8,446134.0,220,4.8,0,,1,31.0,0,Australia,Wise,No - Side Income
PK-FL-05347,2024,Q3,Gujranwala,Male,31.0,1,Self-taught/No Formal Degree,0,Fluent,0,Freelancer.com,Pro Freelancer,Content Writing,Blog Writing,2.3,2.8,0,91.0,0,19.6,73.0,0,933.0,282.3,263386.0,115,3.9,0,,1,39.0,0,Canada,Skrill,Yes
PK-FL-05348,2017,Q3,Chakwal,Male,41.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,Pro Verified,Graphic Design,Motion Graphics,2.7,1.1,0,94.0,0,14.7,70.0,0,1002.0,107.3,107515.0,693,4.7,0,,1,45.0,0,Europe,Payoneer,Yes
PK-FL-05349,2022,Q2,Karachi,Male,28.0,0,Bachelor's,0,Conversational,0,Freelancer.com,Preferred Freelancer,AI & Machine Learning,ChatGPT Integration,5.2,5.0,0,76.0,0,34.3,101.0,0,3207.0,184.4,591371.0,84,3.9,0,,1,20.0,0,UK,Payoneer + Bank Transfer,Yes
PK-FL-05350,2024,Q4,Islamabad,Female,21.0,0,Bachelor's,0,Basic,0,Freelancer.com,New Member,Video Editing,Reels/Shorts,4.4,3.0,0,64.0,0,26.0,73.0,0,1627.0,278.6,453282.0,6,3.7,0,,1,12.0,0,UK,Bank Transfer,Yes
PK-FL-05351,2020,Q3,Peshawar,Male,24.0,0,Self-taught/No Formal Degree,0,Conversational,0,Upwork,Rising Talent,Web Development,PHP/Laravel,0.2,1.0,0,92.0,0,39.0,30.0,0,793.0,156.7,124263.0,3,4.5,0,,1,41.0,0,Europe,Payoneer + Bank Transfer,Yes
PK-FL-05352,2025,Q4,Islamabad,Male,31.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 1,Digital Marketing,Influencer Marketing,1.1,0.4,0,98.0,0,11.9,58.0,0,428.0,278.1,119027.0,15,4.8,0,,1,28.0,0,USA,Payoneer + Bank Transfer,Yes
PK-FL-05353,2020,Q3,Wah Cantt,Female,30.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 1,Content Writing,Product Descriptions,1.4,2.0,0,63.0,0,11.5,135.0,0,1551.0,165.8,257156.0,12,3.4,0,,1,42.0,0,USA,Bank Transfer,No - Side Income
PK-FL-05354,2021,Q2,Rawalpindi,Female,19.0,0,Master's,0,Fluent,0,Upwork,Rising Talent,Graphic Design,Social Media Design,4.9,1.0,0,60.0,0,27.9,40.0,0,1015.0,171.2,173768.0,10,4.4,0,78.0,0,5.0,0,Europe,Payoneer + Bank Transfer,Yes
PK-FL-05355,2020,Q3,Rawalpindi,Female,45.0,0,Self-taught/No Formal Degree,0,Conversational,0,Fiverr,New Seller,E-commerce,Product Listing,1.0,2.1,0,78.0,0,10.8,137.0,0,1374.0,157.5,216405.0,1,4.0,0,,1,20.0,0,Europe,Payoneer,Yes
PK-FL-05356,2025,Q2,Turbat,Male,29.0,0,Master's,0,Fluent,0,Fiverr,New Seller,Graphic Design,Infographic Design,5.7,0.5,0,64.0,0,23.4,84.0,0,1516.0,284.5,431302.0,2,3.6,0,,1,35.0,0,UK,Payoneer,Yes
PK-FL-05357,2019,Q4,Larkana,Male,36.0,0,Bachelor's,0,Conversational,0,Upwork,Rising Talent,Data Entry & Virtual Assistant,Transcription,3.2,0.5,0,91.0,0,4.5,71.0,0,257.0,149.2,38344.0,16,4.7,0,83.0,0,24.0,0,Canada,JazzCash/Easypaisa,Yes
PK-FL-05358,2023,Q4,Lahore,Male,28.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,Top Rated,Web Development,PHP/Laravel,5.6,1.6,0,93.0,0,29.6,20.0,0,507.0,244.9,124164.0,235,4.4,0,93.0,0,43.0,0,Mixed,Payoneer,Yes
PK-FL-05359,2017,Q2,Gujranwala,Male,31.0,0,Intermediate/A-Levels,0,Fluent,1,Upwork,Top Rated,Accounting & Finance,Tax Preparation,2.6,0.3,0,99.0,0,5.8,97.0,0,505.0,107.7,54388.0,39,4.8,0,96.0,0,53.0,0,Europe,Bank Transfer,Yes
PK-FL-05360,2022,Q4,Karachi,Female,19.0,0,Master's,0,Fluent,1,Freelancer.com,Preferred Freelancer,Graphic Design,Infographic Design,7.2,0.3,0,72.0,0,17.4,120.0,0,1638.0,213.9,350368.0,53,4.4,0,,1,26.0,0,Canada,Payoneer + Bank Transfer,No - Side Income
PK-FL-05361,2020,Q4,Lahore,Male,39.0,0,Bachelor's,0,Fluent,0,Upwork,Rising Talent,Video Editing,YouTube Editing,4.6,0.9,0,88.0,1,28.0,129.0,0,3478.0,162.9,566566.0,46,4.8,0,78.0,0,3.0,0,USA,Payoneer + Wise,Yes
PK-FL-05362,2022,Q3,Turbat,Male,21.0,0,Master's,0,Basic,0,Upwork,Top Rated,Digital Marketing,Email Marketing,2.8,2.8,0,92.0,0,37.0,89.0,0,2960.0,224.2,663632.0,100,4.7,0,92.0,0,56.0,0,Europe,Payoneer + Bank Transfer,Yes
PK-FL-05363,2025,Q2,Lahore,Female,44.0,0,Bachelor's,0,Fluent,1,Fiverr,New Seller,Video Editing,Corporate Video,7.6,2.5,0,82.0,0,26.2,92.0,1,3662.0,278.3,1019135.0,1,4.1,0,,1,5.0,0,Europe,Wise,No - Side Income
PK-FL-05364,2023,Q3,Islamabad,Female,29.0,0,Matric/O-Levels,0,Fluent,1,Upwork,Top Rated,Web Development,Full Stack (MERN),7.6,7.4,0,91.0,0,53.5,160.0,0,8252.0,270.2,2229690.0,260,4.9,0,91.0,0,56.0,0,UK,Skrill,Yes
PK-FL-05365,2025,Q4,Lahore,Male,22.0,0,Bachelor's,0,Native/Bilingual,0,Upwork,No Badge,Data Entry & Virtual Assistant,Data Entry,5.4,2.4,0,82.0,0,7.0,68.0,0,278.0,282.6,78563.0,3,3.8,0,,1,36.0,0,Canada,Payoneer,Yes
PK-FL-05366,2016,Q3,Peshawar,Male,18.0,0,Bachelor's,0,Fluent,1,Upwork,Top Rated,Web Development,Node.js,1.9,0.5,0,91.0,0,26.3,24.0,0,505.0,104.5,52772.0,56,4.4,0,96.0,0,42.0,0,USA,Payoneer,No - Student
PK-FL-05367,2023,Q3,Karachi,Male,18.0,0,Intermediate/A-Levels,0,Conversational,0,Upwork,Rising Talent,Digital Marketing,TikTok Ads,3.4,0.5,0,85.0,0,30.5,67.0,0,1955.0,244.2,477411.0,14,3.4,0,75.0,0,41.0,0,USA,Wise,Yes
PK-FL-05368,2023,Q1,Sargodha,Male,45.0,0,Master's,0,Fluent,0,Upwork,No Badge,Graphic Design,UI/UX Design,7.3,8.0,0,73.0,0,27.6,135.0,0,3089.0,256.4,792020.0,10,3.6,0,58.0,0,25.0,0,Middle East,Wise,No - Student
PK-FL-05369,2024,Q2,Islamabad,Male,44.0,0,Matric/O-Levels,0,Fluent,0,Fiverr,New Seller,Content Writing,Academic Writing,5.0,1.7,0,71.0,0,10.6,113.0,0,1101.0,283.0,311583.0,7,4.6,0,,1,11.0,0,USA,Payoneer,Yes
PK-FL-05370,2024,Q1,Karachi,Male,38.0,0,Master's,0,Fluent,0,Upwork,No Badge,Content Writing,Ghostwriting,5.2,3.2,0,70.0,0,18.4,17.0,0,228.0,282.2,64342.0,10,4.8,0,62.0,0,17.0,0,USA,JazzCash/Easypaisa,No - Side Income
PK-FL-05371,2019,Q1,Lahore,Male,40.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,Top Rated,Graphic Design,Social Media Design,3.0,1.3,0,89.0,0,14.9,167.0,0,2425.0,142.3,345078.0,63,4.6,0,95.0,0,29.0,0,UK,Wise,Yes
PK-FL-05372,2020,Q4,Peshawar,Male,23.0,0,Bachelor's,0,Native/Bilingual,0,Upwork,No Badge,Content Writing,Academic Writing,5.9,3.7,0,99.0,0,8.4,27.0,0,211.0,156.1,32937.0,4,4.2,0,69.0,0,18.0,0,South Asia,Payoneer,Yes
PK-FL-05373,2025,Q4,Peshawar,Male,24.0,0,Intermediate/A-Levels,0,Fluent,1,Upwork,Top Rated,Graphic Design,Motion Graphics,1.5,1.8,0,88.0,0,31.2,165.0,0,4829.0,280.5,1354534.0,89,4.5,0,91.0,0,35.0,0,Europe,Payoneer,Yes
PK-FL-05374,2016,Q2,Khuzdar,Male,18.0,0,Self-taught/No Formal Degree,0,Native/Bilingual,0,Fiverr,New Seller,Video Editing,Animation (2D),2.0,0.5,0,92.0,0,3.4,92.0,1,332.0,104.2,34594.0,0,,1,,1,37.0,0,USA,JazzCash/Easypaisa,No - Side Income
